data_location,mean_data_value
-126.0,0.04021598269034727
-123.0,0.044306813587086886
-120.0,0.04945630410024382
-117.0,0.055683171812206035
-114.0,0.063417697432475
-111.0,0.07271260521497246
-108.0,0.0875167562850676
-105.0,0.11622339317983624
-102.0,0.2053131324190229
-99.0,0.513937112584106
-96.0,0.6715889889928598
-93.0,0.7165525959830292
-90.0,0.740963053216863
-87.0,0.7588686203284549
-84.0,0.7742468986833543
-81.0,0.7886022712793085
-78.0,0.8006133081208746
-75.0,0.8129370663633383
-72.0,0.8246675653995024
-69.0,0.8355015355338804
-66.0,0.846808869089433
-63.0,0.8577356703975676
-60.0,0.868420037888732
-57.0,0.8778895873298395
-54.0,0.8879236270110248
-51.0,0.8975853456606122
-48.0,0.9067701207838953
-45.0,0.9160243677992213
-42.0,0.9251935651799228
-39.0,0.9335281978878365
-36.0,0.9412837021291484
-33.0,0.948734119003263
-30.0,0.9583369125744007
-27.0,0.9654328577752536
-24.0,0.9720978538413944
-21.0,0.9777433792731459
-18.0,0.9840522529436917
-15.0,0.9887925761670157
-12.0,0.9925565942004714
-9.0,0.995844191679491
-6.0,0.9974362847659215
0.0,1.0
6.0,0.998461097936292
9.0,0.99573453165413
12.0,0.9925137710317361
15.0,0.9882941355049967
18.0,0.9838790130062091
21.0,0.9781959440000707
24.0,0.9718970541053681
27.0,0.9652611422271796
30.0,0.9575788221086267
33.0,0.9503497976340826
36.0,0.9428186964814398
39.0,0.9341031808767866
42.0,0.9249867884860425
45.0,0.9164926032958206
48.0,0.9070613092504786
51.0,0.8974532159764911
54.0,0.8878300815126963
57.0,0.8778118599005217
60.0,0.8682104670407229
63.0,0.8568043056240722
66.0,0.8462662225008165
69.0,0.8353301757114158
72.0,0.8239416970061633
75.0,0.8137001981198891
78.0,0.8006812766121103
81.0,0.7883152705872476
84.0,0.7739483882833414
87.0,0.7586655314807115
90.0,0.7408247539922561
93.0,0.7169765136378198
96.0,0.6740321761265273
99.0,0.5156320476084008
102.0,0.21780388121726438
105.0,0.11764262761247753
108.0,0.08769409822640419
111.0,0.07262940219168455
114.0,0.06290601000664445
117.0,0.055301636236221786
120.0,0.049210226169971415
123.0,0.04389885249923491
126.0,0.04021062599172813
