data_location,mean_data_value
-126.0,0.05200728273076544
-123.0,0.05739073505073392
-120.0,0.06438167958821792
-117.0,0.07235087666239778
-114.0,0.08286100014776869
-111.0,0.09644025721603784
-108.0,0.11924282780021672
-105.0,0.16336663038124322
-102.0,0.28059450694512855
-99.0,0.6282169810856074
-96.0,0.8786360860998916
-93.0,0.9498818884838933
-90.0,0.9802485494039996
-87.0,0.9956353718845434
-84.0,1.004567357895774
-81.0,1.011617525366959
-78.0,1.014895956063442
-75.0,1.0183199241454044
-72.0,1.0208065363018424
-69.0,1.0214752142646044
-66.0,1.0227924046891932
-63.0,1.0236110826519556
-60.0,1.0237857107674122
-57.0,1.0234357107674121
-54.0,1.0240103388828685
-51.0,1.0229677765737368
-48.0,1.0216767018027781
-45.0,1.0206624864545366
-42.0,1.0191975273372083
-39.0,1.016715377795291
-36.0,1.0147563688306571
-33.0,1.0118525662496305
-30.0,1.0110353758250419
-27.0,1.009846532361344
-24.0,1.0081845483203626
-21.0,1.0059755393557286
-18.0,1.0061016550093589
-15.0,1.0036195054674417
-12.0,1.000866446655502
-9.0,1.000819421731849
-6.0,0.9984411565363019
0.0,1.0
6.0,0.9998257437690867
9.0,1.0017843808491775
12.0,1.0030008275046796
15.0,1.0052105802384004
18.0,1.0078912422421435
21.0,1.0097047138212984
24.0,1.0114166978622796
27.0,1.0126324007486946
30.0,1.0142428972515023
33.0,1.0166250467934193
36.0,1.0190333119889665
39.0,1.0208938084917742
42.0,1.0221587676091026
45.0,1.0245655452664764
48.0,1.0258812481528914
51.0,1.0271476948083933
54.0,1.0275939759629593
57.0,1.0278924884247858
60.0,1.0276932321938725
63.0,1.0264536449610877
66.0,1.025683479460152
69.0,1.0250655452664763
72.0,1.0234289331100386
75.0,1.0226871145699932
78.0,1.0189400059107476
81.0,1.015347359866023
84.0,1.0090479361639249
87.0,1.0006432223426265
90.0,0.9879723908974486
93.0,0.9643330839326176
96.0,0.9103259536006305
99.0,0.7319161589991134
102.0,0.37733605753127775
105.0,0.1883033267658359
108.0,0.12997142005713724
111.0,0.10240391685548222
114.0,0.08621084203526747
117.0,0.07471162373165205
120.0,0.06619069963550389
123.0,0.05913585848684859
126.0,0.05346793109053295
