data_location,mean_data_value
-126.0,0.017967410783918246
-123.0,0.021033787952131237
-120.0,0.025416899287347045
-117.0,0.031939572408229124
-114.0,0.0421591387656313
-111.0,0.06074378432163507
-108.0,0.10323839747209897
-105.0,0.22237864999327686
-102.0,0.54545193088611
-99.0,0.8886576724485681
-96.0,0.9951431612209222
-93.0,1.0188148043565954
-90.0,1.025625816861638
-87.0,1.0281936130160012
-84.0,1.029845448433508
-81.0,1.0297944601317737
-78.0,1.0300434718300389
-75.0,1.0319841468334006
-72.0,1.0305460131773563
-69.0,1.0282059029178432
-66.0,1.027019322307382
-63.0,1.025933024068845
-60.0,1.0236601452198466
-57.0,1.0225251176549683
-54.0,1.0200004033884633
-51.0,1.0191653758235848
-48.0,1.018012128546457
-45.0,1.0155899556272692
-42.0,1.01355012773968
-39.0,1.0125145354309533
-36.0,1.0115131235713326
-33.0,1.0099923625117655
-30.0,1.0095254134731746
-27.0,1.0099271077047196
-24.0,1.0071015463224418
-21.0,1.0058645421540944
-18.0,1.0052295145892163
-15.0,1.003844345838376
-12.0,1.0004
-9.0,1.0000166666666666
-6.0,1.0002255923087267
0.0,1.0
6.0,1.000224321635068
9.0,1.0005509883017345
12.0,1.0006051687508404
15.0,1.003793075164717
18.0,1.0070362915153959
21.0,1.0080377033750167
24.0,1.0098920801398414
27.0,1.0106097351082426
30.0,1.0117800726099235
33.0,1.0137834610730132
36.0,1.0148201828694365
39.0,1.0157896732553449
42.0,1.0181787952131236
45.0,1.0187782304692752
48.0,1.0217701761462956
51.0,1.022638254672583
54.0,1.0265478553180045
57.0,1.0278994083635873
60.0,1.0290532203845637
63.0,1.0309591501949713
66.0,1.0328123974720989
69.0,1.0339474250369773
72.0,1.0356513782439156
75.0,1.0366373941105285
78.0,1.040112814306844
81.0,1.0377413473174666
84.0,1.0366892295280354
87.0,1.0355718569315584
90.0,1.0326203038859756
93.0,1.0219859889740486
96.0,0.9877380233965308
99.0,0.8536905472636817
102.0,0.48013392362511764
105.0,0.18080788758908162
108.0,0.0863638746806508
111.0,0.053894661422616646
114.0,0.0391472039800995
117.0,0.030290997579669226
120.0,0.024505743848325934
123.0,0.02038556245798037
126.0,0.017305319483662766
