data_location,mean_data_value
-126.0,0.012698835569137272
-123.0,0.01683819124324511
-120.0,0.02345030988760553
-117.0,0.034271365566892836
-114.0,0.052019927901797276
-111.0,0.08302603023083166
-108.0,0.14274057512819183
-105.0,0.2757339267277844
-102.0,0.5437976956544258
-99.0,0.8240879824243366
-96.0,0.9520074710381382
-93.0,0.9942093921030368
-90.0,1.0117608300961656
-87.0,1.02081637920616
-84.0,1.026695177914746
-81.0,1.029652440392949
-78.0,1.0321864556896463
-75.0,1.0359170490840972
-72.0,1.0359616650265016
-69.0,1.0347425217106059
-66.0,1.0343204709863434
-63.0,1.0337614975570173
-60.0,1.0321584226791665
-57.0,1.031319107059616
-54.0,1.0289201360473748
-51.0,1.0280069750176966
-48.0,1.0268604806546848
-45.0,1.0239823639094627
-42.0,1.0216191191450423
-39.0,1.0201714283247874
-36.0,1.0187594637523523
-33.0,1.0170057906458796
-30.0,1.0159492101310406
-27.0,1.0162182697121942
-24.0,1.0130751972514287
-21.0,1.0110292173822966
-18.0,1.0093558864660486
-15.0,1.0071379396073963
-12.0,1.0026989710122407
-9.0,1.0012328188394537
-6.0,1.0009658099825625
0.0,1.0
6.0,1.0008649557155433
9.0,1.0014870064398058
12.0,1.002385295488683
15.0,1.0065837520070442
18.0,1.0107030627924243
21.0,1.0127591288133837
24.0,1.0150051086825158
27.0,1.0160194661694375
30.0,1.0172892077139553
33.0,1.0198292052968698
36.0,1.020827494345747
39.0,1.0221972358902642
42.0,1.0247074895115762
45.0,1.0256456086738834
48.0,1.028570219782117
51.0,1.0295268002969562
54.0,1.0331192745290998
57.0,1.0340228639008304
60.0,1.0348408107594826
63.0,1.0359278171992887
66.0,1.0367671328188395
69.0,1.0369867906286148
72.0,1.0370213204191916
75.0,1.0360683292760828
78.0,1.0375565321731324
81.0,1.03237892992179
84.0,1.0271310716320505
87.0,1.020651076466221
90.0,1.009266640078728
93.0,0.9860111892059874
96.0,0.9337208977745549
99.0,0.7873059534538424
102.0,0.49392297595000084
105.0,0.23729069646587594
108.0,0.12046546989865507
111.0,0.07023708470157629
114.0,0.044574813176568084
117.0,0.029293382089397624
120.0,0.019940512577476217
123.0,0.014166026743322803
126.0,0.010130654966247129
