data_location,mean_data_value
-126.0,0.01819448715880059
-123.0,0.02117006508000538
-120.0,0.025528619201290844
-117.0,0.03185511563802609
-114.0,0.041368576173188114
-111.0,0.056698219577786736
-108.0,0.09058035780556677
-105.0,0.19042681592039803
-102.0,0.49531613822778003
-99.0,0.8603854712921876
-96.0,0.9876196382950115
-93.0,1.017134866209493
-90.0,1.0248977141320423
-87.0,1.0275193223073822
-84.0,1.0284227107704718
-81.0,1.0292756756756758
-78.0,1.0272198870512304
-75.0,1.0263184751916095
-72.0,1.025033024068845
-69.0,1.022894608040877
-66.0,1.021941643135673
-63.0,1.020607462686567
-60.0,1.0189858545112276
-57.0,1.0174477208551835
-54.0,1.0164297835148581
-51.0,1.014173994890413
-48.0,1.0126686298238534
-45.0,1.011300268925642
-42.0,1.0099302137958854
-39.0,1.0083755546591366
-36.0,1.0072550759714938
-33.0,1.0059009815785935
-30.0,1.007137985746941
-27.0,1.0064038052978352
-24.0,1.00576764824526
-21.0,1.0045802205190266
-18.0,1.0045477343014655
-15.0,1.0017403926314372
-12.0,0.998700933171978
-9.0,0.99987
-6.0,0.9981795213123572
0.0,1.0
6.0,0.9990342665053112
9.0,0.999116470350948
12.0,0.9988783918246605
15.0,1.0014014118596208
18.0,1.0042588947156112
21.0,1.0053112948769665
24.0,1.0061634126663979
27.0,1.0066625655506254
30.0,1.0062112948769666
33.0,1.0074320559365335
36.0,1.0093360091434718
39.0,1.009501828694366
42.0,1.0102687777329569
45.0,1.0118066290170766
48.0,1.0132943391152345
51.0,1.014029649052037
54.0,1.0152495629958318
57.0,1.0173045045045044
60.0,1.0189908027430417
63.0,1.019641226300928
66.0,1.0205087400833668
69.0,1.0220961678096006
72.0,1.0238169288691676
75.0,1.0277775178163238
78.0,1.0280461610864595
81.0,1.0288996907355117
84.0,1.0290848594863518
87.0,1.0287526556407156
90.0,1.0269366949038592
93.0,1.0198632513110124
96.0,0.9868114737125184
99.0,0.8272164932096274
102.0,0.43914479897808256
105.0,0.17952770875352964
108.0,0.0897904624176415
111.0,0.055996810945273624
114.0,0.04023699193223074
117.0,0.03113078983461073
120.0,0.024854612478149792
123.0,0.02075590695172785
126.0,0.017986790506924834
