data_location,mean_data_value
-126.0,0.058760701412433614
-123.0,0.06324669499814017
-120.0,0.06815283358203778
-117.0,0.07463439570992136
-114.0,0.08180460508645773
-111.0,0.09123321170584585
-108.0,0.10521736733004504
-105.0,0.13155444738388733
-102.0,0.2049750983385793
-99.0,0.4571503502242117
-96.0,0.6986282409473521
-93.0,0.7592864797225058
-90.0,0.7840688986737193
-87.0,0.7994024259892645
-84.0,0.8114008085604343
-81.0,0.8203980922081557
-78.0,0.8291308855664494
-75.0,0.8383530712397509
-72.0,0.8448734260447819
-69.0,0.8507598656614457
-66.0,0.8576556584880388
-63.0,0.8642539871962411
-60.0,0.8697235965907079
-57.0,0.8762085723177269
-54.0,0.8810082861335522
-51.0,0.8878273076814982
-48.0,0.8929262895525012
-45.0,0.898325140790944
-42.0,0.9021880634896509
-39.0,0.9076588755086421
-36.0,0.9130943084496214
-33.0,0.9178898130796105
-30.0,0.924894749701551
-27.0,0.9327998957380735
-24.0,0.9388734530532561
-21.0,0.9457320628650503
-18.0,0.9539394835180618
-15.0,0.9625253487539469
-12.0,0.9684087818092992
-9.0,0.9759037120585099
-6.0,0.9839234137007403
0.0,1.0
6.0,1.0203851038632903
9.0,1.0318904862458784
12.0,1.0430917900751906
15.0,1.0544172705064074
18.0,1.0667856792887789
21.0,1.0781063492218972
24.0,1.0898372349423275
27.0,1.1011567022509214
30.0,1.1137506143711349
33.0,1.126345127803611
36.0,1.140770027332902
39.0,1.1554588158393586
42.0,1.1710868007119828
45.0,1.185520118612946
48.0,1.2021592606322868
51.0,1.2165535915816643
54.0,1.2320748379079907
57.0,1.24578965228253
60.0,1.2608946696989216
63.0,1.274801412270078
66.0,1.288705148279923
69.0,1.3024535377956874
72.0,1.316025031921392
75.0,1.329513741645827
78.0,1.343753327413386
81.0,1.3525604868012775
84.0,1.3598275084635965
87.0,1.3646169999709628
90.0,1.3631032216394683
93.0,1.3400443518933085
96.0,1.246794107888379
99.0,0.8842199988916748
102.0,0.3659374665256629
105.0,0.20932895063238127
108.0,0.15946634458358794
111.0,0.1343081956652793
114.0,0.11893110046646041
117.0,0.10670512963362308
120.0,0.09743035639311347
123.0,0.08908055792179423
126.0,0.08067519047029537
